chunk_id,file,line,section,text,parameter_class,parameter_type,confidence,reviewed,notes
chunk_4bcb757d,src/v-st-ext.adoc,216,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Selected Element Width (`vsew[2:0]`)","In this case, software that relies on large SEW should attempt to use the largest LMUL, and hence the fewest vector register groups, to increase the number of implementations on which the code will run.",SW_rule,enum,high,False,
chunk_2525e083,src/v-st-ext.adoc,216,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Selected Element Width (`vsew[2:0]`)","The `vill` bit in `vtype` should be checked after setting `vtype` to see if the configuration is supported, and an alternate code path should be provided if it is not.",CSR_controlled,enum,high,False,
chunk_22b8bce5,src/v-st-ext.adoc,216,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Selected Element Width (`vsew[2:0]`)","Alternatively, a profile can mandate the minimum SEW at each LMUL setting.",unknown,range,high,False,
chunk_0c2bdd51,src/v-st-ext.adoc,229,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","Multiple vector registers can be grouped together, so that a single vector instruction can operate on multiple vector registers.",unknown,unknown,high,False,
chunk_5a59f768,src/v-st-ext.adoc,229,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)",The term vector register group is used herein to refer to one or more vector registers used as a single operand to a vector instruction.,unknown,unknown,high,False,
chunk_d568baa3,src/v-st-ext.adoc,229,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","The vector length multiplier, LMUL, when greater than 1, represents the default number of vector registers that are combined to form a vector register group.",unknown,range,high,False,
chunk_8ab701ed,src/v-st-ext.adoc,229,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","Implementations must support LMUL integer values of 1, 2, 4, and 8.",non_CSR_parameter,enum,very_high,False,
chunk_6e0b521b,src/v-st-ext.adoc,242,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)",The effective LMUL (EMUL) of each vector operand is determined by the number of registers required to hold the elements.,non_CSR_parameter,unknown,high,False,
chunk_336dbdb3,src/v-st-ext.adoc,250,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","LMUL can also be a fractional value, reducing the number of bits used in a single vector register.",unknown,unknown,high,False,
chunk_dccc5503,src/v-st-ext.adoc,250,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)",Fractional LMUL is used to increase the number of effective usable vector register groups when operating on mixed-width values.,unknown,unknown,high,False,
chunk_69d66bf2,src/v-st-ext.adoc,255,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)",This can limit the number of vector register groups available.,unknown,unknown,high,False,
chunk_49f4fd38,src/v-st-ext.adoc,255,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","With fractional LMUL, the widest values need occupy only a single vector register while narrower values can occupy a fraction of a single vector register, allowing all 32 architectural vector register names to be used for different values in a vector loop even when handling mixed-width values.",unknown,unknown,high,False,
chunk_c2993deb,src/v-st-ext.adoc,255,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","Fractional LMUL implies portions of vector registers are unused, but in some cases, having more shorter register-resident vectors improves efficiency relative to fewer longer register-resident vectors.",unknown,unknown,high,False,
chunk_f82746f4,src/v-st-ext.adoc,269,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)",Implementations must provide fractional LMUL settings that allow the narrowest supported type to occupy a fraction of a vector register corresponding to the ratio of the narrowest supported type's width to that of the largest supported type's width.,non_CSR_parameter,enum,very_high,False,
chunk_85c7cba7,src/v-st-ext.adoc,269,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","In the standard extensions, SEW~MIN~=8.",unknown,unknown,high,False,
chunk_13e8418d,src/v-st-ext.adoc,269,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","For standard vector extensions with ELEN=32, fractional LMULs of 1/2 and 1/4 must be supported.",non_CSR_parameter,enum,very_high,False,
chunk_52ccf9d2,src/v-st-ext.adoc,269,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","For standard vector extensions with ELEN=64, fractional LMULs of 1/2, 1/4, and 1/8 must be supported.",non_CSR_parameter,enum,very_high,False,
chunk_e7f18d7c,src/v-st-ext.adoc,281,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","When LMUL < SEW~MIN~/ELEN, there is no guarantee an implementation would have enough bits in the fractional vector register to store at least one element, as VLEN=ELEN is a valid implementation choice.",CSR_controlled,range,high,False,
chunk_50421d62,src/v-st-ext.adoc,288,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","For a given supported fractional LMUL setting, implementations must support SEW settings between SEW~MIN~ and LMUL * ELEN, inclusive.",non_CSR_parameter,enum,very_high,False,
chunk_abf96fb1,src/v-st-ext.adoc,292,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","The use of `vtype` encodings with LMUL < SEW~MIN~/ELEN is reserved, but implementations can set `vill` if they do not support these configurations.",CSR_controlled,enum,high,False,
chunk_2c7941b0,src/v-st-ext.adoc,309,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)",The derived value VLMAX = LMUL*VLEN/SEW represents the maximum number of elements that can be operated on with a single vector instruction given the current SEW and LMUL settings as shown in the table below.,CSR_controlled,range,high,False,
chunk_2e07878e,src/v-st-ext.adoc,329,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)",Instructions specifying an LMUL=2 vector register group with an odd-numbered vector register are reserved.,unknown,unknown,high,False,
chunk_059a9151,src/v-st-ext.adoc,334,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","When LMUL=4, the vector register group contains four vector registers, and instructions specifying an LMUL=4 vector register group using vector register numbers that are not multiples of four are reserved.",unknown,unknown,high,False,
chunk_cab34478,src/v-st-ext.adoc,338,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","When LMUL=8, the vector register group contains eight vector registers, and instructions specifying an LMUL=8 vector register group using register numbers that are not multiples of eight are reserved.",unknown,unknown,high,False,
chunk_e478d910,src/v-st-ext.adoc,342,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Register Grouping (`vlmul[2:0]`)","Mask registers are always contained in a single vector register, regardless of LMUL.",unknown,unknown,high,False,
chunk_4bd30b70,src/v-st-ext.adoc,350,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`",These two bits modify the behavior of destination tail elements and destination inactive masked-off elements respectively during the execution of vector instructions.,unknown,unknown,high,False,
chunk_52063155,src/v-st-ext.adoc,350,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","The tail and inactive sets contain element positions that are not receiving new results during a vector operation,",unknown,unknown,high,False,
chunk_62203d67,src/v-st-ext.adoc,357,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`",All systems must support all four options:,non_CSR_parameter,enum,very_high,False,
chunk_cf2d4fda,src/v-st-ext.adoc,360,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","[cols=""1,1,3,3""] | | `vta` | `vma` | Tail Elements | Inactive Elements",unknown,unknown,high,False,
chunk_9d5641cd,src/v-st-ext.adoc,365,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`",| 0 | 0 | undisturbed | undisturbed | 0 | 1 | undisturbed | agnostic | 1 | 0 | agnostic | undisturbed | 1 | 1 | agnostic | agnostic |,unknown,unknown,high,False,
chunk_6e40ff6c,src/v-st-ext.adoc,371,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","Mask destination tail elements are always treated as tail-agnostic, regardless of the setting of `vta`.",unknown,unknown,high,False,
chunk_e647f308,src/v-st-ext.adoc,375,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","When a set is marked undisturbed, the corresponding set of destination elements in a vector register group retain the value they previously held.",unknown,unknown,high,False,
chunk_c676cdc4,src/v-st-ext.adoc,380,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","When a set is marked agnostic, the corresponding set of destination elements in any vector destination operand can either retain the value they previously held, or are overwritten with 1s.",unknown,enum,high,False,
chunk_a901278d,src/v-st-ext.adoc,380,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","Within a single vector instruction, each destination element can be either left undisturbed or overwritten with 1s, in any combination, and the pattern of undisturbed or overwritten with 1s is not required to be deterministic when the instruction is executed with the same inputs.",non_CSR_parameter,enum,high,False,
chunk_d4bc9d75,src/v-st-ext.adoc,389,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","With an undisturbed policy, all elements would have to be read from the old physical destination vector register to be copied into the new physical destination vector register.",unknown,unknown,high,False,
chunk_f7248ab1,src/v-st-ext.adoc,389,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`",This causes an inefficiency when these inactive or tail values are not required for subsequent calculations.,unknown,unknown,high,False,
chunk_6d0aa5ef,src/v-st-ext.adoc,400,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`",The `vta` and `vma` state bits must still be provided in `vtype` for compatibility and to support thread migration.,CSR_controlled,enum,very_high,False,
chunk_382f7cbc,src/v-st-ext.adoc,409,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","As it might be necessary to restart in the middle, we allow arbitrary mixing of agnostic policies within a single vector instruction.",unknown,unknown,high,False,
chunk_0f653bae,src/v-st-ext.adoc,421,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","In addition, except for mask load instructions, any element in the tail of a mask result can also be written with the value the mask-producing operation would have calculated with `vl`=VLMAX.",CSR_controlled,enum,high,False,
chunk_e201e0d2,src/v-st-ext.adoc,431,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`",There appears to be little software need to support tail-undisturbed for mask register values.,SW_rule,unknown,high,False,
chunk_0c7925a1,src/v-st-ext.adoc,431,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","Allowing mask-generating instructions to write back the result of the instruction avoids the need for logic to mask out the tail, except mask loads cannot write memory values to destination mask tails as this would imply accessing memory past software intent.",SW_rule,unknown,high,False,
chunk_ab050261,src/v-st-ext.adoc,440,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`",The assembly syntax adds two mandatory flags to the `vsetvli` instruction:,CSR_controlled,enum,high,False,
chunk_fe22b9c1,src/v-st-ext.adoc,442,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`",---- ta Tail agnostic tu Tail undisturbed ma Mask agnostic mu Mask undisturbed,unknown,unknown,high,False,
chunk_3294b759,src/v-st-ext.adoc,448,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","vsetvli t0, a0, e32, m4, ta, ma Tail agnostic, mask agnostic vsetvli t0, a0, e32, m4, tu, ma Tail undisturbed, mask agnostic vsetvli t0, a0, e32, m4, ta, mu Tail agnostic, mask undisturbed vsetvli t0, a0, e32, m4, tu, mu Tail undisturbed, mask undisturbed ----",CSR_controlled,enum,high,False,
chunk_380b9eb2,src/v-st-ext.adoc,454,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","The use of `vsetvli` without these flags is deprecated, however, and specifying a flag setting is now mandatory.",CSR_controlled,enum,high,False,
chunk_ca56a477,src/v-st-ext.adoc,454,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Tail Agnostic and Vector Mask Agnostic `vta` and `vma`","The default should perhaps be tail-agnostic/mask-agnostic, so software has to specify when it cares about the non-participating elements, but given the historical meaning of the instruction prior to introduction of these flags, it was decided to always require them in future assembly code.",SW_rule,enum,high,False,
chunk_e2f6f4fa,src/v-st-ext.adoc,465,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Type Illegal (`vill`)",The `vill` bit is used to encode that a previous `vset{i}vl{i}` instruction attempted to write an unsupported value to `vtype`.,CSR_controlled,enum,high,False,
chunk_3f095a40,src/v-st-ext.adoc,471,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Type Illegal (`vill`)","If the `vill` bit is set, then any attempt to execute a vector instruction that depends upon `vtype` will raise an illegal-instruction exception.",CSR_controlled,enum,high,False,
chunk_e8852c78,src/v-st-ext.adoc,478,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Type (`vtype`) Register > Vector Type Illegal (`vill`)","When the `vill` bit is set, the other XLEN-1 bits in `vtype` shall be zero.",CSR_controlled,range,very_high,False,
chunk_ed4676a7,src/v-st-ext.adoc,483,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Length (`vl`) Register","The XLEN-bit-wide read-only `vl` CSR can only be updated by the `vset{i}vl{i}` instructions, and the fault-only-first vector load instruction variants.",CSR_controlled,range,high,False,
chunk_80d9c7fe,src/v-st-ext.adoc,488,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Length (`vl`) Register","The `vl` register holds an unsigned integer specifying the number of elements to be updated with results from a vector instruction, as further detailed in .",CSR_controlled,enum,high,False,
chunk_0830e388,src/v-st-ext.adoc,493,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Length (`vl`) Register","The smallest vector implementation with VLEN=32 and supporting SEW=8 would need at least six bits in `vl` to hold the values 0-32 (VLEN=32, with LMUL=8 and SEW=8, yields VLMAX=32).",CSR_controlled,range,high,False,
chunk_96b18efb,src/v-st-ext.adoc,514,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register","The XLEN-bit-wide read-write `vstart` CSR specifies the index of the first element to be executed by a vector instruction, as described in .",CSR_controlled,range,high,False,
chunk_49e0d509,src/v-st-ext.adoc,519,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register","Normally, `vstart` is only written by hardware on a trap on a vector instruction, with the `vstart` value representing the element on which the trap was taken (either a synchronous exception or an asynchronous interrupt), and at which execution should resume after a resumable trap is handled.",CSR_controlled,enum,high,False,
chunk_874ef282,src/v-st-ext.adoc,525,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register","All vector instructions are defined to begin execution with the element number given in the `vstart` CSR, leaving earlier elements in the destination vector undisturbed, and to reset the `vstart` CSR to zero at the end of execution.",CSR_controlled,enum,high,False,
chunk_11535194,src/v-st-ext.adoc,533,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register",`vstart` is not modified by vector instructions that raise illegal-instruction exceptions.,CSR_controlled,enum,high,False,
chunk_f186a2d8,src/v-st-ext.adoc,537,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register",The `vstart` CSR is defined to have only enough writable bits to hold the largest element index (one less than the maximum VLMAX).,CSR_controlled,range,high,False,
chunk_6c161904,src/v-st-ext.adoc,545,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register",The use of `vstart` values greater than the largest element index for the current `vtype` setting is reserved.,CSR_controlled,range,high,False,
chunk_fd9b2c24,src/v-st-ext.adoc,549,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register","It is not required to trap, as a possible future use of upper `vstart` bits is to store imprecise trap information.",CSR_controlled,enum,high,False,
chunk_e6535f14,src/v-st-ext.adoc,553,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register","The `vstart` CSR is writable by unprivileged code, but non-zero `vstart` values may cause vector instructions to run substantially slower on some implementations, so `vstart` should not be used by application programmers. A few vector instructions cannot be executed with a non-zero `vstart` value and will raise an illegal-instruction exception as defined below.",CSR_controlled,enum,high,False,
chunk_54ca22af,src/v-st-ext.adoc,563,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register",Implementations are permitted to raise illegal-instruction exceptions when attempting to execute a vector instruction with a value of `vstart` that the implementation can never produce when executing that same instruction with the same `vtype` setting.,CSR_controlled,enum,high,False,
chunk_b7bfd38e,src/v-st-ext.adoc,569,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register",Such implementations are permitted to raise an illegal-instruction exception when attempting to execute a vector arithmetic instruction when `vstart` is nonzero.,CSR_controlled,enum,high,False,
chunk_46f5cca6,src/v-st-ext.adoc,575,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register","When migrating a software thread between two harts with different microarchitectures, the `vstart` value might not be supported by the new hart microarchitecture.",CSR_controlled,enum,high,False,
chunk_e612aca8,src/v-st-ext.adoc,575,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register",The runtime on the receiving hart might then have to emulate instruction execution up to the next supported `vstart` element position.,CSR_controlled,enum,high,False,
chunk_40a29758,src/v-st-ext.adoc,575,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Start Index (`vstart`) Register","Alternatively, migration events can be constrained to only occur at mutually supported `vstart` locations.",CSR_controlled,enum,high,False,
chunk_20f1c61e,src/v-st-ext.adoc,584,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Rounding Mode (`vxrm`) Register","The upper bits, `vxrm[XLEN-1:2]`, should be written as zeros.",CSR_controlled,enum,high,False,
chunk_61649f19,src/v-st-ext.adoc,590,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Rounding Mode (`vxrm`) Register","The vector fixed-point rounding-mode is given a separate CSR address to allow independent access, but is also reflected as a field in `vcsr`.",CSR_controlled,enum,high,False,
chunk_f4447951,src/v-st-ext.adoc,598,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Rounding Mode (`vxrm`) Register",The fixed-point rounding algorithm is specified as follows.,unknown,unknown,high,False,
chunk_9d18a174,src/v-st-ext.adoc,598,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Rounding Mode (`vxrm`) Register","Suppose the pre-rounding result is `v`, and `d` bits of that result are to be rounded off.",unknown,unknown,high,False,
chunk_d08a2eeb,src/v-st-ext.adoc,598,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Rounding Mode (`vxrm`) Register","Then the rounded result is `(v >> d) + r`, where `r` depends on the rounding mode as specified in the following table.",non_CSR_parameter,unknown,high,False,
chunk_387d4e3e,src/v-st-ext.adoc,617,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Rounding Mode (`vxrm`) Register","The rounding functions: ---- roundoffunsigned(v, d) = (unsigned(v) >> d) + r roundoffsigned(v, d) = (signed(v) >> d) + r ---- are used to represent this operation in the instruction descriptions below.",unknown,unknown,high,False,
chunk_48bae0cc,src/v-st-ext.adoc,626,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Saturation Flag (`vxsat`)",The `vxsat` CSR has a single read-write least-significant bit (`vxsat[0]`) that indicates if a fixed-point instruction has had to saturate an output value to fit into a destination format.,CSR_controlled,enum,high,False,
chunk_2ae89361,src/v-st-ext.adoc,626,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Saturation Flag (`vxsat`)",Bits `vxsat[XLEN-1:1]` should be written as zeros.,CSR_controlled,enum,high,False,
chunk_c5769816,src/v-st-ext.adoc,632,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Fixed-Point Saturation Flag (`vxsat`)",The `vxsat` bit is mirrored in `vcsr`.,CSR_controlled,enum,high,False,
chunk_e05c2c3e,src/v-st-ext.adoc,637,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Control and Status (`vcsr`) Register","The `vxrm` and `vxsat` separate CSRs can also be accessed via fields in the XLEN-bit-wide vector control and status CSR, `vcsr`.",CSR_controlled,range,high,False,
chunk_b3802007,src/v-st-ext.adoc,647,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > Vector Control and Status (`vcsr`) Register",| XLEN-1:3 | | Reserved | 2:1 | vxrm[1:0] | Fixed-point rounding mode | 0 | vxsat | Fixed-point accrued saturation flag |,CSR_controlled,enum,high,False,
chunk_5af03e29,src/v-st-ext.adoc,654,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > State of Vector Extension at Reset",The vector extension must have a consistent state at reset.,non_CSR_parameter,enum,very_high,False,
chunk_73e87195,src/v-st-ext.adoc,654,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > State of Vector Extension at Reset","In particular, `vtype` and `vl` must have values that can be read and then restored with a single `vsetvl` instruction.",CSR_controlled,enum,very_high,False,
chunk_8d61799d,src/v-st-ext.adoc,661,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > State of Vector Extension at Reset","The `vstart`, `vxrm`, `vxsat` CSRs can have arbitrary values at reset.",CSR_controlled,enum,high,False,
chunk_36882137,src/v-st-ext.adoc,663,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Extension Programmer's Model > State of Vector Extension at Reset",The `vxrm` and `vxsat` fields should be reset explicitly in software before use.,CSR_controlled,enum,high,False,
chunk_e481ceb3,src/v-st-ext.adoc,671,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State","The following diagrams illustrate how different width elements are packed into the bytes of a vector register depending on the current SEW and LMUL settings, as well as implementation VLEN.",CSR_controlled,enum,high,False,
chunk_1aa12ceb,src/v-st-ext.adoc,671,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State",Elements are packed into each vector register with the least-significant byte in the lowest-numbered bits.,unknown,unknown,high,False,
chunk_3cdaaf87,src/v-st-ext.adoc,677,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State","The mapping was chosen to provide the simplest and most portable model for software, but might appear to incur large wiring cost for wider vector datapaths on certain operations.",SW_rule,unknown,high,False,
chunk_da3cbc85,src/v-st-ext.adoc,691,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1","When LMUL=1, elements are simply packed in order from the least-significant to most-significant bits of the vector register.",unknown,unknown,high,False,
